canonical_spec,claim_id,statement,source_path,source_heading,short_quote,status,BACKLOG_ID,BACKLOG_STATUS
catalogue-source-registry.md,CAT-024,- ISA should treat evals as first-class artefacts alongside corpus/obligations/mappings.,./docs/evidence/_benchmarks/ISA_EXTERNAL_BENCHMARK_NOTES_v2.md,1) Evaluation frameworks (must-have for ISA critical path),- ISA should treat evals as first-class artefacts alongside corpus/obligations/mappings.,traceable,,
catalogue-source-registry.md,CAT-025,- A “golden set” of questions + expected citations should exist per journey.,./docs/evidence/_benchmarks/ISA_EXTERNAL_BENCHMARK_NOTES_v2.md,1) Evaluation frameworks (must-have for ISA critical path),- A “golden set” of questions + expected citations should exist per journey.,traceable,,
catalogue-source-registry.md,CAT-026,- IRON CONFLICT + scope decisions should be mechanically enforced and visible.,./docs/evidence/_benchmarks/ISA_EXTERNAL_BENCHMARK_NOTES_v2.md,4) Agent governance patterns,- IRON CONFLICT + scope decisions should be mechanically enforced and visible.,traceable,,
catalogue-source-registry.md,CAT-027,| verify:data | tsx scripts/verify-data-files.ts |,./docs/evidence/ENTRYPOINTS.md,NPM scripts (package.json),| verify:data | tsx scripts/verify-data-files.ts |,traceable,,
catalogue-source-registry.md,CAT-028,| validate:advisory | node scripts/validate_advisory_schema.cjs |,./docs/evidence/ENTRYPOINTS.md,NPM scripts (package.json),| validate:advisory | node scripts/validate_advisory_schema.cjs |,traceable,,
retrieval-embeddings-grounding.md,RET-001,"**Value Proposition:** Enhanced reasoning capabilities could enable ISA to answer complex queries like ""What GS1 standards must a textile manufacturer implement to comply with both CSRD and Digital Pr",./ISA_CAPABILITY_MAP.md,Domain 1: Reasoning & Inference,**Value Proposition:** Enhanced reasoning capabilities could enable ISA to answer complex queries li,traceable,,
retrieval-embeddings-grounding.md,RET-002,- **Maintenance Burden:** Rules must be updated when regulations change; potential for rule drift,./ISA_CAPABILITY_MAP.md,Approach 1B: Hybrid Symbolic-Neural Reasoning,- **Maintenance Burden:** Rules must be updated when regulations change; potential for rule drift,traceable,,
retrieval-embeddings-grounding.md,RET-003,"**Gap:** The current architecture cannot efficiently answer graph-traversal queries (e.g., ""What are all transitive dependencies between CSRD, affected ESRS datapoints, required GS1 standards, and imp",./ISA_CAPABILITY_MAP.md,Domain 3: Knowledge Representation & Graph Intelligence,"**Gap:** The current architecture cannot efficiently answer graph-traversal queries (e.g., ""What are",traceable,,
retrieval-embeddings-grounding.md,RET-004,- **Learning Curve:** Team must learn graph query languages and data modeling patterns,./ISA_CAPABILITY_MAP.md,Approach 3A: Hybrid Relational + Property Graph,- **Learning Curve:** Team must learn graph query languages and data modeling patterns,traceable,,
retrieval-embeddings-grounding.md,RET-005,- **Maintenance:** Model retraining required as knowledge base evolves; potential for embedding drift,./ISA_CAPABILITY_MAP.md,Approach 3C: Embeddings-Based Knowledge Graph with GNN,- **Maintenance:** Model retraining required as knowledge base evolves; potential for embedding drif,traceable,,
retrieval-embeddings-grounding.md,RET-006,"**Current ISA Capability:** ISA provides historical and current information about regulations, standards, and compliance requirements. The News Hub tracks recent developments, but the system operates",./ISA_CAPABILITY_MAP.md,Domain 5: Predictive Intelligence & Change Detection,"**Current ISA Capability:** ISA provides historical and current information about regulations, stand",traceable,,
retrieval-embeddings-grounding.md,RET-007,"**Gap:** Organizations need advance warning of regulatory changes to plan compliance strategies, allocate resources, and avoid last-minute scrambles. ISA currently cannot predict which regulations are",./ISA_CAPABILITY_MAP.md,Domain 5: Predictive Intelligence & Change Detection,"**Gap:** Organizations need advance warning of regulatory changes to plan compliance strategies, all",traceable,,
retrieval-embeddings-grounding.md,RET-008,"- **Operational Readiness:** New systems must include monitoring, logging, error handling, and runbooks before production deployment",./ISA_CAPABILITY_MAP.md,"Principle 3: Start Simple, Add Complexity Judiciously","- **Operational Readiness:** New systems must include monitoring, logging, error handling, and runbo",traceable,,
retrieval-embeddings-grounding.md,RET-009,"**Rationale:** Advanced capabilities (reasoning chains, visual diagrams, proactive alerts, graph visualizations) can overwhelm users if not designed carefully. User experience must remain intuitive an",./ISA_CAPABILITY_MAP.md,Principle 4: Respect User Context and Cognitive Load,"**Rationale:** Advanced capabilities (reasoning chains, visual diagrams, proactive alerts, graph vis",traceable,,
retrieval-embeddings-grounding.md,RET-010,"**Rationale:** Many generation capabilities (reasoning-optimized LLMs, VLMs, autonomous agents) have significantly higher per-query costs than current ISA operations. Cost models must be sustaina",./ISA_CAPABILITY_MAP.md,Constraint 1: Cost Sustainability,"**Rationale:** Many generation capabilities (reasoning-optimized LLMs, VLMs, autonomous agents)",traceable,TM-040,OPEN
retrieval-embeddings-grounding.md,RET-011,"**Rationale:** Advanced capabilities require specialized expertise (ML engineering, graph databases, agent frameworks) that may not be available. Maintenance burden must be sustainable with current te",./ISA_CAPABILITY_MAP.md,Constraint 4: Team Expertise and Maintenance Burden,"**Rationale:** Advanced capabilities require specialized expertise (ML engineering, graph databases,",traceable,,
retrieval-embeddings-grounding.md,RET-012,"2. **Ensure JSON serialization is deterministic.** ISA's data pipeline outputs (GS1 attributes, ESRS datapoints, regulation metadata) must use stable key ordering. Audit all JSON.stringify() calls in",./docs/MANUS_BEST_PRACTICES_FOR_ISA.md,1.1 The KV-Cache Imperative,"2. **Ensure JSON serialization is deterministic.** ISA's data pipeline outputs (GS1 attributes, ESRS",traceable,,
retrieval-embeddings-grounding.md,RET-013,"- **Verification:** Post-conditions (e.g., ""All ESRS datapoints must have valid datapointId""), self-checks, HALT/ESCALATE rules",./docs/MANUS_BEST_PRACTICES_FOR_ISA.md,1.3 Modular Prompt Structure,"- **Verification:** Post-conditions (e.g., ""All ESRS datapoints must have valid datapointId""), self-",traceable,,
retrieval-embeddings-grounding.md,RET-014,"4. **Only ship prompt changes that beat baseline.** ISA's production deployment should gate on evaluation metrics (e.g., ""RAG precision must be ≥ 85%"") [2].",./docs/MANUS_BEST_PRACTICES_FOR_ISA.md,5.1 Offline Evaluation (Pre-Launch),4. **Only ship prompt changes that beat baseline.** ISA's production deployment should gate on evalu,traceable,,
retrieval-embeddings-grounding.md,RET-015,- **Validation rules** that each agent must apply [3],./docs/MANUS_BEST_PRACTICES_FOR_ISA.md,6.2 Wide Research Best Practices for ISA,- **Validation rules** that each agent must apply [3],traceable,,
retrieval-embeddings-grounding.md,RET-016,- No greenfield redesigns. All proposals must be **incremental refactors**,./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Hard Constraints (Non-Negotiable),- No greenfield redesigns. All proposals must be **incremental refactors**,traceable,,
retrieval-embeddings-grounding.md,RET-017,"| **Abstention Policy** | **Missing** — No evidence of ""I cannot answer"" capability. `ask-isa-guardrails.ts` has `classifyQuery()` for out-of-scope detection, but no abstention on insufficient evidenc",./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Task 1: Capability-by-Capability Comparison,"| **Abstention Policy** | **Missing** — No evidence of ""I cannot answer"" capability. `ask-isa-guardr",traceable,,
retrieval-embeddings-grounding.md,RET-018,"| **News Hub** | **Implemented** — ""Automated news aggregation from EU, GS1, and Dutch/Benelux sources. AI-powered enrichment (regulation tagging, GS1 impact analysis, sector classification)"" (ROADMAP",./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Task 1: Capability-by-Capability Comparison,"| **News Hub** | **Implemented** — ""Automated news aggregation from EU, GS1, and Dutch/Benelux sourc",traceable,,
retrieval-embeddings-grounding.md,RET-019,"| **Agentic RAG** | **Missing** — No evidence of multi-step reasoning, query decomposition, or tool-use patterns. Capability Map explores ""Approach 1C: Reasoning-Optimized LLM with Tool Use"" but marks",./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Task 1: Capability-by-Capability Comparison,"| **Agentic RAG** | **Missing** — No evidence of multi-step reasoning, query decomposition, or tool-",traceable,,
retrieval-embeddings-grounding.md,RET-020,| ID | Inconsistency | Evidence (Current) | Evidence (Target) | Resolution Required |,./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,2.1 Critical Inconsistencies,| ID | Inconsistency | Evidence (Current) | Evidence (Target) | Resolution Required |,traceable,,
retrieval-embeddings-grounding.md,RET-021,"| **I-2** | **No abstention capability; target requires hard abstain** | No evidence of abstention logic in `ask-isa.ts`. Guardrails only classify query type, not evidence sufficiency. | ""If evidence",./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,2.1 Critical Inconsistencies,| **I-2** | **No abstention capability; target requires hard abstain** | No evidence of abstention l,traceable,,
retrieval-embeddings-grounding.md,RET-022,"This plan prioritizes the resolution of critical inconsistencies and stack conflicts, structured into sequential gates. Each gate must be successfully passed before the can begin.",./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Task 3: Prioritized Refactor Plan with Acceptance Gates,"This plan prioritizes the resolution of critical inconsistencies and stack conflicts, structured int",traceable,TM-041,OPEN
retrieval-embeddings-grounding.md,RET-023,| Priority | Action | Description | Acceptance Criteria (Must Pass) |,./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Gate 1: Foundation - Corpus Governance & Observability (2-3 weeks),| Priority | Action | Description | Acceptance Criteria (Must Pass) |,traceable,,
retrieval-embeddings-grounding.md,RET-024,| **2.1 (Critical)** | **Implement Cite-then-Write Pipeline** | Refactor `ask-isa.ts`. The new flow must be: (1) Retrieve evidence from `source_chunks`. (2) Extract atomic claims from evidence. (3) Ge,./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Gate 2: Core Reasoning - Cite-then-Write & Evaluation (1-2 months),| **2.1 (Critical)** | **Implement Cite-then-Write Pipeline** | Refactor `ask-isa.ts`. The new flow,traceable,,
retrieval-embeddings-grounding.md,RET-025,"| **2.2 (High)** | **Implement Hard Abstention Policy** | Add a pre-generation step that analyzes the retrieved evidence. If evidence is insufficient or contradictory, the system must return a predefi",./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Gate 2: Core Reasoning - Cite-then-Write & Evaluation (1-2 months),| **2.2 (High)** | **Implement Hard Abstention Policy** | Add a pre-generation step that analyzes th,traceable,,
retrieval-embeddings-grounding.md,RET-026,1. **Critical Path Identified**: The analysis confirms a critical development path: **Corpus Governance → Observability → Cite-then-Write → Abstention → Evaluation**. These steps are sequential and m,./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Summary of Key Findings,1. **Critical Path Identified**: The analysis confirms a critical development path: **Corpus Governa,traceable,,
retrieval-embeddings-grounding.md,RET-027,"2. **Architectural Inversion Required**: The most significant refactor is the shift from an ""answer-first"" to a ""cite-then-write"" pipeline. This is non-trivial but essential for achieving compliance-",./docs/ISA_COMPARATIVE_REFACTOR_GATE_PLAN.md,Summary of Key Findings,"2. **Architectural Inversion Required**: The most significant refactor is the shift from an ""answer-",traceable,,
retrieval-embeddings-grounding.md,RET-028,- Add a minimal “RAG regression suite” (golden Q&A + required citations) to run in CI or nightly.,./docs/evidence/_benchmarks/ISA_EXTERNAL_BENCHMARK_NOTES_v1.md,4) Fit-to-ISA adoption candidates (to decide in Critical Path),- Add a minimal “RAG regression suite” (golden Q&A + required citations) to run in CI or nightly.,traceable,,
retrieval-embeddings-grounding.md,RET-029,**ChatGPT Recommendation:** All claims must be evidence-bound with no unsupported claims.,./research/ASK_ISA_ANALYSIS_REPORT.md,2.2 More Reliable: Evidence-Bound Answers,**ChatGPT Recommendation:** All claims must be evidence-bound with no unsupported claims.,traceable,,
retrieval-embeddings-grounding.md,RET-030,- Build PDF processing pipeline (upload → parse → validate → store),./ISA_CAPABILITY_MAP.md,Approach 4A: Document Intelligence with Layout-Aware Parsing,- Build PDF processing pipeline (upload → parse → validate → store),traceable,,
retrieval-embeddings-grounding.md,RET-031,- **Mitigation:** Validate graph query value with simpler property graph (Domain 3A only) before adding GNN and reasoning layers,./ISA_CAPABILITY_MAP.md,Scenario C: Knowledge Graph-Powered Compliance Intelligence,- **Mitigation:** Validate graph query value with simpler property graph (Domain 3A only) before add,traceable,,
retrieval-embeddings-grounding.md,RET-032,"Given the breadth of capability options explored above, this section provides a decision framework to guide which approaches to validate first based on strategic priorities, risk tolerance, and resour",./ISA_CAPABILITY_MAP.md,Decision Framework: Choosing Exploration Paths,"Given the breadth of capability options explored above, this section provides a decision framework t",traceable,,
retrieval-embeddings-grounding.md,RET-033,Each exploration phase should have clear success criteria and off-ramps to avoid sunk cost fallacy.,./ISA_CAPABILITY_MAP.md,Success Criteria and Off-Ramps,Each exploration phase should have clear success criteria and off-ramps to avoid sunk cost fallacy.,traceable,,
retrieval-embeddings-grounding.md,RET-034,"As ISA explores generation capabilities, certain architectural principles and constraints should guide implementation decisions to ensure the platform remains maintainable, cost-effective, and al",./ISA_CAPABILITY_MAP.md,Architectural Principles and Constraints,"As ISA explores generation capabilities, certain architectural principles and constraints shoul",traceable,TM-042,OPEN
retrieval-embeddings-grounding.md,RET-035,**Rationale:** The exploration phase is explicitly about keeping multiple paths open. Architectural decisions should minimize lock-in and enable pivoting based on empirical validation.,./ISA_CAPABILITY_MAP.md,Principle 1: Preserve Optionality,**Rationale:** The exploration phase is explicitly about keeping multiple paths open. Architectural,traceable,,
retrieval-embeddings-grounding.md,RET-036,"- **Modular Integration:** New capabilities should integrate via well-defined interfaces (tRPC procedures, database views, API endpoints) rather than deep coupling",./ISA_CAPABILITY_MAP.md,Principle 1: Preserve Optionality,- **Modular Integration:** New capabilities should integrate via well-defined interfaces (tRPC proce,traceable,,
retrieval-embeddings-grounding.md,RET-037,- **Feature Flags:** All generation capabilities should be gated behind feature flags to enable selective deployment and A/B testing,./ISA_CAPABILITY_MAP.md,Principle 1: Preserve Optionality,- **Feature Flags:** All generation capabilities should be gated behind feature flags to enable,traceable,TM-043,OPEN
